target	snr	bit_savings	ref_8	energy_8_1	energy_8_2	energy_8_4	energy_8_8	energy_ideal	ref_16	energy_16_1	energy_16_2	energy_16_4	energy_16_8	energy_16_16	energy_ideal	ref_32	energy_32_1	energy_32_2	energy_32_4	energy_32_8	energy_32_16	energy_32_32	energy_ideal	ref_64	energy_64_1	energy_64_2	energy_64_4	energy_64_8	energy_64_16	energy_64_32	energy_64_64	energy_ideal	memory_ref	memory_1	memory_2	memory_4	memory_8	memory_16	memory_32	memory_64
0	9.7761014257241001	0.0	5990362.319999999	9322606.228800004	6884129.126399998	6404572.166400001	5990362.319999999	599906.16	9126274.944000004	12712219.526400005	8964575.251200002	6897731.942399996	6466318.848000001	9126274.944000004	599906.16	7194484.560000001	13679424.358399997	9446266.195199998	6588073.4784	5577484.367999999	7367720.704000001	7194484.560000001	599906.16	16530939.040000001	27923713.702399995	17612074.579199996	12448646.630399995	10491878.880000005	12261089.024000004	7194484.560000001	16530939.040000001	599906.16	41481216	29814624	31110912	31110912	31110912	41481216	41481216	82962432
